OBJECTID;E-område;E-områdeskod (utan 0);D-område;C-område;C-områdeskod;B-område;B-områdeskod;SHAPE.STArea();SHAPE.STLength();geo_shape;geo_point_2d
1011;193126;193126;19312;Ödåkra tätort;1931;Ödåkra;193;67333.9282836914;1058.815837209133;"{""type"": ""Polygon"", ""coordinates"": [[[12.756129015805348, 56.10479789223176], [12.75870002849296, 56.10541673502457], [12.761064090332436, 56.1059569285392], [12.761951385334878, 56.10399682596206], [12.757382533035404, 56.10313794242244], [12.756129015805348, 56.10479789223176]]]}";56.1045003176,12.7591638757
122;011120;11120;01112;Carl Öhrns gata;0111;Stattena;011;17034.28955078125;697.5491127915002;"{""type"": ""Polygon"", ""coordinates"": [[[12.699149622422249, 56.0631399997685], [12.69915070538793, 56.063138794280476], [12.699070742046766, 56.063082894974244], [12.698958818502463, 56.06295969574367], [12.698819129524464, 56.06274091375413], [12.697736304405643, 56.06392497401902], [12.697598096552877, 56.064076098024664], [12.69681035342662, 56.064573943676216], [12.697037685979302, 56.06467858521289], [12.69814861227591, 56.06518999717029], [12.6988033790667, 56.06536663236474], [12.698701299269262, 56.064486932969835], [12.698681486877218, 56.06421761722066], [12.698693385527218, 56.06387269374021], [12.698717453877755, 56.0637303032087], [12.698820030938027, 56.063507354461585], [12.699149622422249, 56.0631399997685]]]}";56.0642373773,12.6981737654
1012;193127;193127;19312;Ödåkra tätort;1931;Ödåkra;193;57840.769775390625;972.5491814518223;"{""type"": ""Polygon"", ""coordinates"": [[[12.75848666718664, 56.10167566364275], [12.757382533035404, 56.10313794242244], [12.761951385334878, 56.10399682596206], [12.762824749237987, 56.102067260389944], [12.759777201902322, 56.101717220546405], [12.759099534111254, 56.10167975491762], [12.758828431448242, 56.101664763817695], [12.75848666718664, 56.10167566364275]]]}";56.1027266973,12.7602410257
125;011210;11210;01121;Hofverbergsgatan;0112;Stattena;011;7214.923828125;344.5282624403566;"{""type"": ""Polygon"", ""coordinates"": [[[12.699089658240297, 56.06150420700681], [12.699522231588642, 56.06107240291953], [12.699861348479287, 56.060733894053534], [12.698762297100483, 56.06043173718305], [12.69808250143023, 56.06126093095258], [12.699089658240297, 56.06150420700681]]]}";56.0609744379,12.6989525914
1013;193128;193128;19312;Ödåkra tätort;1931;Ödåkra;193;42857.86163330078;1426.1479149646002;"{""type"": ""Polygon"", ""coordinates"": [[[12.751767193675388, 56.107670139108215], [12.750630257207005, 56.10409419274937], [12.75227996120988, 56.10391894797835], [12.752911816007147, 56.10373144801882], [12.752597386384018, 56.1032557003382], [12.753149024330975, 56.10311342949445], [12.753037604318248, 56.10274174837873], [12.750778659830765, 56.10333415443439], [12.750534757659015, 56.10348446178339], [12.750399470850985, 56.103587655382086], [12.749573909466495, 56.10421734590291], [12.750539812868572, 56.107284685014754], [12.750495647271443, 56.10755819059071], [12.75058032435878, 56.10756564708459], [12.751767193675388, 56.107670139108215]]]}";56.1050058122,12.7510136119
126;011220;11220;01122;Hofverbergsgatan;0112;Stattena;011;9972.057067871094;396.81611877921443;"{""type"": ""Polygon"", ""coordinates"": [[[12.69808250143023, 56.06126093095258], [12.697476773348303, 56.061999753768866], [12.697580496269014, 56.06202637592113], [12.69798408388866, 56.062129943039096], [12.698401608769437, 56.06229059650993], [12.698524262569991, 56.062387936097345], [12.699134189002917, 56.06229439982515], [12.699394997518157, 56.06194540559632], [12.699667761065134, 56.06164384825375], [12.699172407705845, 56.061524207023346], [12.699089658240297, 56.06150420700681], [12.69808250143023, 56.06126093095258]]]}";56.0618340195,12.6985598665
1025;193401;193401;19340;Ödåkra glesbygd;1934;Ödåkra;193;1401157.4201660156;5015.761515962041;"{""type"": ""Polygon"", ""coordinates"": [[[12.764739770400013, 56.125363883047335], [12.764519190659795, 56.12512841480617], [12.763074464473858, 56.12358605259798], [12.762596328407994, 56.1230838848166], [12.76228929556107, 56.122757237584985], [12.761891411228227, 56.12233409792227], [12.761516576697662, 56.12193519194903], [12.76124874059608, 56.12164957007972], [12.760751600122441, 56.121120525442514], [12.76044808308672, 56.120797451124766], [12.760365602541288, 56.12070968451745], [12.75625483927211, 56.12059095055794], [12.756276589867898, 56.121197060573714], [12.755059036179809, 56.121182108379486], [12.754078483169222, 56.12117005735925], [12.754038794829446, 56.1211695033637], [12.754002068863592, 56.121168994188466], [12.750233149876674, 56.121116826213225], [12.748795662482816, 56.12109688468086], [12.746831912443518, 56.13173339046195], [12.750891034375769, 56.13187665814267], [12.750890923130763, 56.13187485219722], [12.754870592438893, 56.1320082025194], [12.763108767697116, 56.13230635922916], [12.770243385826767, 56.132555950150554], [12.770243321933219, 56.13255490792707], [12.771452968583635, 56.1325989061703], [12.77154978828732, 56.1326024229265], [12.770155708927176, 56.13114225318304], [12.769231134761698, 56.130156460089], [12.767421575819686, 56.128226527328515], [12.764739770400013, 56.125363883047335]]]}";56.1272159102,12.7573198607
128;011240;11240;01124;Hofverbergsgatan;0112;Stattena;011;12172.287841796875;451.98862569517246;"{""type"": ""Polygon"", ""coordinates"": [[[12.699861348479287, 56.060733894053534], [12.700118971997002, 56.06047673235356], [12.700559657565377, 56.06003679498224], [12.699381811652513, 56.05971390662183], [12.698573635651057, 56.059492340046106], [12.69789529051419, 56.06019334800359], [12.698762297100483, 56.06043173718305], [12.699861348479287, 56.060733894053534]]]}";56.0601136277,12.6992233167
1029;193406;193406;19340;Ödåkra glesbygd;1934;Ödåkra;193;1660131.2194213867;7267.441147020071;"{""type"": ""Polygon"", ""coordinates"": [[[12.72878629932683, 56.10036270258604], [12.72833627427991, 56.10033927896337], [12.727369758654893, 56.10028639755058], [12.727241816178728, 56.10027895972643], [12.72673922133858, 56.0993199653657], [12.72628078632134, 56.098436357812446], [12.726005746156206, 56.098181068206095], [12.725654256415298, 56.09789767148876], [12.72512667932921, 56.09746522544934], [12.724848508008966, 56.09722958305409], [12.72471110916459, 56.09656110630242], [12.72442790217385, 56.0952125131009], [12.722913243308648, 56.095717650367455], [12.72106439889738, 56.09633192482052], [12.720721125658548, 56.096442207805445], [12.718909252803682, 56.097058264202495], [12.718565668850875, 56.099177247640654], [12.718557599637514, 56.09919268072364], [12.718550779054178, 56.09926316944507], [12.7183633830327, 56.10053765569743], [12.718175343572996, 56.10180170983406], [12.717979566709289, 56.10312431886628], [12.717811483676305, 56.1042879952338], [12.717643411573782, 56.10543080720761], [12.717587427088256, 56.10641540104412], [12.717683234204575, 56.10648511166496], [12.717714760971432, 56.106508043554], [12.717753101382593, 56.1065359404563], [12.720369621696449, 56.108439561712146], [12.725527519261176, 56.11214296500636], [12.729982478347761, 56.11529463324489], [12.73059612728247, 56.1157140393582], [12.735976995698005, 56.1194581448119], [12.735968268577349, 56.11945831537398], [12.738946076936909, 56.121536660330776], [12.7405898914531, 56.122672297944625], [12.741247980253197, 56.1193569694669], [12.741258498126886, 56.11935664786418], [12.741646301864684, 56.11732785968569], [12.731079523230347, 56.108362635481285], [12.731340116576808, 56.108251934884606], [12.73072480416219, 56.10768896095911], [12.732569623299225, 56.10703983010443], [12.730550361318295, 56.105293127954255], [12.730518474051577, 56.105186264976716], [12.730331821010804, 56.10458794878225], [12.730315655909338, 56.10452216631135], [12.730116510209221, 56.103869676251506], [12.729933842683522, 56.1032719050577], [12.729812056675625, 56.10287180994306], [12.729403554264348, 56.102049528647726], [12.729050106584282, 56.10108278962894], [12.72878629932683, 56.10036270258604]]]}";56.1081514942,12.7280061425
130;011270;11270;01127;Hofverbergsgatan;0112;Stattena;011;7795.8709716796875;362.63727950131596;"{""type"": ""Polygon"", ""coordinates"": [[[12.699522231588642, 56.06107240291953], [12.700744823036407, 56.06144183465286], [12.70151035985576, 56.06064213778521], [12.700902940852062, 56.06045795524908], [12.700494350536948, 56.06059025770826], [12.700118971997002, 56.06047673235356], [12.699861348479287, 56.060733894053534], [12.699522231588642, 56.06107240291953]]]}";56.0609061232,12.7005275488
1034;193422;193422;19342;Ödåkra glesbygd;1934;Ödåkra;193;1281449.006652832;5884.18418765051;"{""type"": ""Polygon"", ""coordinates"": [[[12.801423733205777, 56.113726326343766], [12.80142371115169, 56.11372647890345], [12.80281761249924, 56.11337762036072], [12.80421446581915, 56.11302874481149], [12.805568303941817, 56.115293846325244], [12.807272064782005, 56.11808067649743], [12.80772342484766, 56.118869108336966], [12.81154196651941, 56.11828139087135], [12.81546702720789, 56.1176860267625], [12.814667213622497, 56.11678494091891], [12.813870320769722, 56.11575126412837], [12.813115148650962, 56.114646797755235], [12.811345369628798, 56.1118759268364], [12.810396948195212, 56.11042176873899], [12.809625467154422, 56.109369155000266], [12.808747947093917, 56.10841067895332], [12.807576828776705, 56.107288588502605], [12.80646597536458, 56.106389906031566], [12.805398855541139, 56.105630590802235], [12.805141598649332, 56.105447538952866], [12.803954115935781, 56.10469025512962], [12.799097135633339, 56.10194296137941], [12.795643498907712, 56.09999023393561], [12.793891338547255, 56.10097498815452], [12.793687083897801, 56.10108821704716], [12.7917116228677, 56.10219556247987], [12.789021698096123, 56.10335915700284], [12.788403556268218, 56.103537723124234], [12.788513342501902, 56.10361915283283], [12.788596492991312, 56.10368115480923], [12.78910148546167, 56.104057646334354], [12.789321387965302, 56.10422256303144], [12.789915313224286, 56.10465193372319], [12.790038918091438, 56.10474128229912], [12.791122129074763, 56.10553806083729], [12.791386224649967, 56.10573231833067], [12.791625610507094, 56.10590838080647], [12.791830795959893, 56.106059305221095], [12.791999114772105, 56.10619414773424], [12.79217913685963, 56.10632426098459], [12.79238823939173, 56.106480137714854], [12.79287766939507, 56.106845001036746], [12.793182740776722, 56.107074121652026], [12.79360842508167, 56.106916435615844], [12.793716722468027, 56.106876925811974], [12.794118458046318, 56.10672977104287], [12.794426148349459, 56.10698881176966], [12.795391719129627, 56.10663400601195], [12.795450555828483, 56.10670319344635], [12.795572431331175, 56.10684648708295], [12.796548614102445, 56.10799308083792], [12.801423733205777, 56.113726326343766]]]}";56.1091538135,12.8026676556
133;011310;11310;01131;Gullandersgatan;0113;Stattena;011;13163.739074707031;488.07959407244687;"{""type"": ""Polygon"", ""coordinates"": [[[12.695987038196613, 56.06128110585878], [12.696577473332193, 56.06055055252814], [12.697188470429927, 56.05999847762689], [12.695864300841443, 56.05952975757706], [12.694969293671571, 56.06024078044107], [12.694973319081619, 56.060244435260266], [12.695521354225383, 56.06080490323448], [12.695987038196613, 56.06128110585878]]]}";56.0602941633,12.6960166786
1038;193433;193433;19343;Ödåkra glesbygd;1934;Ödåkra;193;1137354.9852294922;5173.166589944847;"{""type"": ""Polygon"", ""coordinates"": [[[12.826059904933546, 56.116068419847025], [12.824253929092961, 56.11478235727694], [12.824549480703352, 56.11389907043625], [12.825035991934314, 56.112393542730565], [12.825662052645033, 56.11044650254918], [12.826024974775038, 56.109311893073624], [12.82015282450161, 56.10885225000998], [12.813717905177105, 56.103574854302394], [12.812003914544698, 56.10216885657137], [12.811783130039784, 56.101982949993015], [12.810585442818677, 56.102257030222624], [12.81032851611136, 56.10190635222576], [12.810313156592777, 56.10188538459079], [12.810145048202244, 56.101655912787244], [12.809894443894121, 56.10131382846378], [12.808043070103231, 56.10199681050704], [12.80744552411465, 56.102216192151865], [12.807702677190472, 56.10369330359853], [12.808014228007155, 56.10548278811851], [12.805398855541139, 56.105630590802235], [12.80646597536458, 56.106389906031566], [12.807576828776705, 56.107288588502605], [12.808747947093917, 56.10841067895332], [12.809625467154422, 56.109369155000266], [12.810396948195212, 56.11042176873899], [12.811345369628798, 56.1118759268364], [12.813115148650962, 56.114646797755235], [12.813870320769722, 56.11575126412837], [12.814667213622497, 56.11678494091891], [12.81546702720789, 56.1176860267625], [12.817831349333366, 56.1173311458068], [12.821679364143922, 56.116756517120095], [12.82592141320367, 56.116097976480624], [12.826059904933546, 56.116068419847025]]]}";56.110253456,12.8161038872
136;011340;11340;01134;Gullandersgatan;0113;Stattena;011;6890.369812011719;347.66148184945934;"{""type"": ""Polygon"", ""coordinates"": [[[12.698293832852297, 56.05899966983416], [12.698750285258061, 56.059237412701165], [12.699024284002338, 56.059375208362766], [12.700254567789006, 56.058623621748396], [12.69952764191875, 56.05826662437791], [12.698293832852297, 56.05899966983416]]]}";56.0588186802,12.6992725355
1040;194102;194102;19410;Mörarp tätort;1941;Mörarp;194;535615.4633178711;3233.832236078138;"{""type"": ""Polygon"", ""coordinates"": [[[12.874825375237158, 56.05256371512134], [12.874866141300327, 56.05229947107613], [12.874884660415669, 56.05199971833431], [12.874874933175889, 56.05166479475223], [12.874830860349418, 56.05135401901468], [12.874732532551485, 56.0509762000832], [12.87461950127278, 56.05067911289088], [12.87446981374566, 56.050370487200496], [12.874286904601444, 56.050072578428335], [12.874067674321738, 56.04976871006294], [12.873843069588569, 56.04950516780311], [12.873584363524827, 56.04923896415871], [12.873251678730497, 56.048939619830755], [12.873018242890618, 56.04875556217229], [12.872639510898406, 56.048485073218586], [12.872296352325716, 56.04827083541211], [12.871954348603357, 56.04807444871691], [12.871576473022197, 56.04787879450965], [12.871058463984655, 56.047645744656805], [12.870640667484126, 56.04748104983894], [12.870101347594563, 56.047288645220156], [12.869415628154776, 56.04705451671129], [12.868969467672162, 56.04690196690177], [12.867453271031572, 56.04638870865109], [12.867275609701522, 56.046328555992616], [12.865435930262393, 56.04570553953864], [12.865220232331547, 56.04563233579074], [12.864647272331862, 56.04676379438106], [12.864567044837393, 56.04695197462628], [12.86387088388211, 56.047612703963296], [12.863316132522733, 56.048175685954874], [12.862716253460443, 56.04878881856754], [12.862131793608894, 56.04939155553939], [12.86194274131056, 56.04958130912696], [12.861848230903995, 56.049674703947986], [12.86171614241907, 56.04977082333483], [12.861475762574699, 56.04989083893336], [12.861469165099138, 56.04989413693049], [12.86048481794917, 56.05042459718599], [12.858389331226444, 56.052219763208626], [12.8583921821596, 56.052220117529885], [12.86151584587092, 56.05260698450166], [12.861651331116228, 56.052623196358034], [12.862033083696891, 56.05267358945245], [12.863444357718272, 56.05286346098312], [12.864990730441415, 56.05307171400341], [12.868846346920728, 56.05301232870311], [12.868854143295293, 56.05264233168264], [12.86976171544931, 56.052651918338924], [12.869731738948925, 56.0533691337974], [12.870915219092293, 56.05335913088296], [12.870910017908168, 56.053858618110546], [12.873389924104261, 56.05386377893744], [12.873988556094762, 56.05256818542187], [12.874641382178485, 56.05257005796493], [12.874825375237158, 56.05256371512134]]]}";56.0503303049,12.8675887749
137;011350;11350;01135;Gullandersgatan;0113;Stattena;011;9497.887023925781;396.349391486824;"{""type"": ""Polygon"", ""coordinates"": [[[12.69952764191875, 56.05826662437791], [12.698540032440174, 56.05778160403311], [12.69853554682976, 56.057777766708845], [12.698535276847148, 56.057777549397386], [12.697227467351489, 56.05856084973735], [12.698293832852297, 56.05899966983416], [12.69952764191875, 56.05826662437791]]]}";56.0583986698,12.6983909706
1053;194125;194125;19412;Mörarp tätort;1941;Mörarp;194;22498.2265625;633.6020674282779;"{""type"": ""Polygon"", ""coordinates"": [[[12.88377012932714, 56.05501883218482], [12.88374951125565, 56.054218875825036], [12.883681900186867, 56.05377708116915], [12.8835936571587, 56.05331755277734], [12.883501510652298, 56.05309783693229], [12.883294370860183, 56.05276572717412], [12.881747890962378, 56.05331701458105], [12.881660069407364, 56.05433028599895], [12.88377012932714, 56.05501883218482]]]}";56.053883857,12.8828065201
138;011360;11360;01136;Gullandersgatan;0113;Stattena;011;8671.283874511719;375.0984275528999;"{""type"": ""Polygon"", ""coordinates"": [[[12.69952764191875, 56.05826662437791], [12.700671169441721, 56.05758720390003], [12.699696686664312, 56.05708188953606], [12.698535276847148, 56.057777549397386], [12.69853554682976, 56.057777766708845], [12.698540032440174, 56.05778160403311], [12.69952764191875, 56.05826662437791]]]}";56.0576773775,12.6996060545
1055;194127;194127;19412;Mörarp tätort;1941;Mörarp;194;35706.70849609375;818.254357705177;"{""type"": ""Polygon"", ""coordinates"": [[[12.88027672826879, 56.05142261119545], [12.880283906439399, 56.052542133809375], [12.880289847192284, 56.05346687785897], [12.880290363018227, 56.05383659365408], [12.881747890962378, 56.05331701458105], [12.883294370860183, 56.05276572717412], [12.883969602602871, 56.05252501896612], [12.88363278275507, 56.05204592731111], [12.881729460008422, 56.05169251560521], [12.88085249762197, 56.05152956933346], [12.88027672826879, 56.05142261119545]]]}";56.0525135872,12.881663979
146;012200;12200;01220;Pålsjö Östra;0122;Ringstorp;012;67241.88403320312;1101.2254058736773;"{""type"": ""Polygon"", ""coordinates"": [[[12.696079657509278, 56.06870672496765], [12.69608031506932, 56.06870668434206], [12.698091110499089, 56.06818425431109], [12.697673978540537, 56.06773562623953], [12.697199493325472, 56.06722818952474], [12.696906579283329, 56.06691288081029], [12.696896608839495, 56.0669030619424], [12.696725865122705, 56.06673510905005], [12.696552731795665, 56.06659342047659], [12.696369770316979, 56.06646138574431], [12.69632846277112, 56.06643157637804], [12.696161546290028, 56.066325970818845], [12.695979744917361, 56.06621993575866], [12.69573052633828, 56.06609251612655], [12.69553633335398, 56.06600478497119], [12.69524893422226, 56.06589318357932], [12.695187411792029, 56.06587259186444], [12.695063021032716, 56.06583097743063], [12.694782681366876, 56.06574646453598], [12.694599038783974, 56.06569932563511], [12.694374551452652, 56.06564612676658], [12.694100077497511, 56.065592421514445], [12.693801936904496, 56.065548809072816], [12.693683535863988, 56.06553149162968], [12.693233078168953, 56.065476050960854], [12.692888370022317, 56.06543726042759], [12.692793682112244, 56.06576383159758], [12.69269186307944, 56.067174343942135], [12.692998000301344, 56.067185030903495], [12.693314367195752, 56.06751530390598], [12.694131402001544, 56.06786388076173], [12.695990086270395, 56.06827566331952], [12.696079657509278, 56.06870672496765]]]}";56.0670428016,12.6950838886
